Adjusted Rand Index Baseline Score of set1.csv: 0.2422
Adjusted Rand Index Baseline Score of set2.csv: 0.3335
Agglomerative Parameters - n_clusters: 2, Linkage: ward, File: set1.csv, ARI: 0.1261
Agglomerative Parameters - n_clusters: 56, Linkage: complete, File: set2.csv, ARI: 0.2598
Agglomerative Parameters - n_clusters: 56, Linkage: average, File: set2.csv, ARI: 0.3228
Agglomerative Parameters - n_clusters: 56, Linkage: single, File: set2.csv, ARI: 0.7236
Agglomerative Parameters - n_clusters: 57, Linkage: ward, File: set2.csv, ARI: 0.1922
Agglomerative Parameters - n_clusters: 57, Linkage: complete, File: set2.csv, ARI: 0.2596
Agglomerative Parameters - n_clusters: 57, Linkage: average, File: set2.csv, ARI: 0.2840
Agglomerative Parameters - n_clusters: 57, Linkage: single, File: set2.csv, ARI: 0.7236
Agglomerative Parameters - n_clusters: 58, Linkage: ward, File: set2.csv, ARI: 0.1909
Agglomerative Parameters - n_clusters: 58, Linkage: complete, File: set2.csv, ARI: 0.2595
Agglomerative Parameters - n_clusters: 58, Linkage: average, File: set2.csv, ARI: 0.2839
Agglomerative Parameters - n_clusters: 58, Linkage: single, File: set2.csv, ARI: 0.7236
Agglomerative Parameters - n_clusters: 59, Linkage: ward, File: set2.csv, ARI: 0.1904
Agglomerative Parameters - n_clusters: 59, Linkage: complete, File: set2.csv, ARI: 0.2405
Agglomerative Parameters - n_clusters: 59, Linkage: average, File: set2.csv, ARI: 0.2839
Agglomerative Parameters - n_clusters: 59, Linkage: single, File: set2.csv, ARI: 0.7236
Agglomerative Parameters - n_clusters: 60, Linkage: ward, File: set2.csv, ARI: 0.1901
Agglomerative Parameters - n_clusters: 60, Linkage: complete, File: set2.csv, ARI: 0.2209
Agglomerative Parameters - n_clusters: 60, Linkage: average, File: set2.csv, ARI: 0.2838
Agglomerative Parameters - n_clusters: 60, Linkage: single, File: set2.csv, ARI: 0.7235
Agglomerative Parameters - n_clusters: 61, Linkage: ward, File: set2.csv, ARI: 0.1902
Agglomerative Parameters - n_clusters: 61, Linkage: complete, File: set2.csv, ARI: 0.2209
Agglomerative Parameters - n_clusters: 61, Linkage: average, File: set2.csv, ARI: 0.2837
Agglomerative Parameters - n_clusters: 61, Linkage: single, File: set2.csv, ARI: 0.7234
Agglomerative Parameters - n_clusters: 62, Linkage: ward, File: set2.csv, ARI: 0.1834
Agglomerative Parameters - n_clusters: 62, Linkage: complete, File: set2.csv, ARI: 0.2207
Agglomerative Parameters - n_clusters: 62, Linkage: average, File: set2.csv, ARI: 0.2922
Agglomerative Parameters - n_clusters: 62, Linkage: single, File: set2.csv, ARI: 0.7234
Agglomerative Parameters - n_clusters: 63, Linkage: ward, File: set2.csv, ARI: 0.1810
Agglomerative Parameters - n_clusters: 63, Linkage: complete, File: set2.csv, ARI: 0.2207
Agglomerative Parameters - n_clusters: 63, Linkage: average, File: set2.csv, ARI: 0.2922
Agglomerative Parameters - n_clusters: 63, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 64, Linkage: ward, File: set2.csv, ARI: 0.1808
Agglomerative Parameters - n_clusters: 64, Linkage: complete, File: set2.csv, ARI: 0.2207
Agglomerative Parameters - n_clusters: 64, Linkage: average, File: set2.csv, ARI: 0.2922
Agglomerative Parameters - n_clusters: 64, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 65, Linkage: ward, File: set2.csv, ARI: 0.1805
Agglomerative Parameters - n_clusters: 65, Linkage: complete, File: set2.csv, ARI: 0.2207
Agglomerative Parameters - n_clusters: 65, Linkage: average, File: set2.csv, ARI: 0.2922
Agglomerative Parameters - n_clusters: 65, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 66, Linkage: ward, File: set2.csv, ARI: 0.1804
Agglomerative Parameters - n_clusters: 66, Linkage: complete, File: set2.csv, ARI: 0.2172
Agglomerative Parameters - n_clusters: 66, Linkage: average, File: set2.csv, ARI: 0.2921
Agglomerative Parameters - n_clusters: 66, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 67, Linkage: ward, File: set2.csv, ARI: 0.1804
Agglomerative Parameters - n_clusters: 67, Linkage: complete, File: set2.csv, ARI: 0.2170
Agglomerative Parameters - n_clusters: 67, Linkage: average, File: set2.csv, ARI: 0.2919
Agglomerative Parameters - n_clusters: 67, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 68, Linkage: ward, File: set2.csv, ARI: 0.1731
Agglomerative Parameters - n_clusters: 68, Linkage: complete, File: set2.csv, ARI: 0.2171
Agglomerative Parameters - n_clusters: 68, Linkage: average, File: set2.csv, ARI: 0.3039
Agglomerative Parameters - n_clusters: 68, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 69, Linkage: ward, File: set2.csv, ARI: 0.1709
Agglomerative Parameters - n_clusters: 69, Linkage: complete, File: set2.csv, ARI: 0.2171
Agglomerative Parameters - n_clusters: 69, Linkage: average, File: set2.csv, ARI: 0.3039
Agglomerative Parameters - n_clusters: 69, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 70, Linkage: ward, File: set2.csv, ARI: 0.1686
Agglomerative Parameters - n_clusters: 70, Linkage: complete, File: set2.csv, ARI: 0.2221
Agglomerative Parameters - n_clusters: 70, Linkage: average, File: set2.csv, ARI: 0.3014
Agglomerative Parameters - n_clusters: 70, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 71, Linkage: ward, File: set2.csv, ARI: 0.1658
Agglomerative Parameters - n_clusters: 71, Linkage: complete, File: set2.csv, ARI: 0.2183
Agglomerative Parameters - n_clusters: 71, Linkage: average, File: set2.csv, ARI: 0.2962
Agglomerative Parameters - n_clusters: 71, Linkage: single, File: set2.csv, ARI: 0.7234
Agglomerative Parameters - n_clusters: 72, Linkage: ward, File: set2.csv, ARI: 0.1656
Agglomerative Parameters - n_clusters: 72, Linkage: complete, File: set2.csv, ARI: 0.2170
Agglomerative Parameters - n_clusters: 72, Linkage: average, File: set2.csv, ARI: 0.2961
Agglomerative Parameters - n_clusters: 72, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 73, Linkage: ward, File: set2.csv, ARI: 0.1656
Agglomerative Parameters - n_clusters: 73, Linkage: complete, File: set2.csv, ARI: 0.2170
Agglomerative Parameters - n_clusters: 73, Linkage: average, File: set2.csv, ARI: 0.2960
Agglomerative Parameters - n_clusters: 73, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 74, Linkage: ward, File: set2.csv, ARI: 0.1654
Agglomerative Parameters - n_clusters: 74, Linkage: complete, File: set2.csv, ARI: 0.2169
Agglomerative Parameters - n_clusters: 74, Linkage: average, File: set2.csv, ARI: 0.2960
Agglomerative Parameters - n_clusters: 74, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 75, Linkage: ward, File: set2.csv, ARI: 0.1588
Agglomerative Parameters - n_clusters: 75, Linkage: complete, File: set2.csv, ARI: 0.2168
Agglomerative Parameters - n_clusters: 75, Linkage: average, File: set2.csv, ARI: 0.2960
Agglomerative Parameters - n_clusters: 75, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 76, Linkage: ward, File: set2.csv, ARI: 0.1583
Agglomerative Parameters - n_clusters: 76, Linkage: complete, File: set2.csv, ARI: 0.2161
Agglomerative Parameters - n_clusters: 76, Linkage: average, File: set2.csv, ARI: 0.2959
Agglomerative Parameters - n_clusters: 76, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 77, Linkage: ward, File: set2.csv, ARI: 0.1529
Agglomerative Parameters - n_clusters: 77, Linkage: complete, File: set2.csv, ARI: 0.2160
Agglomerative Parameters - n_clusters: 77, Linkage: average, File: set2.csv, ARI: 0.2958
Agglomerative Parameters - n_clusters: 77, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 78, Linkage: ward, File: set2.csv, ARI: 0.1540
Agglomerative Parameters - n_clusters: 78, Linkage: complete, File: set2.csv, ARI: 0.2160
Agglomerative Parameters - n_clusters: 78, Linkage: average, File: set2.csv, ARI: 0.2958
Agglomerative Parameters - n_clusters: 78, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 79, Linkage: ward, File: set2.csv, ARI: 0.1538
Agglomerative Parameters - n_clusters: 79, Linkage: complete, File: set2.csv, ARI: 0.2160
Agglomerative Parameters - n_clusters: 79, Linkage: average, File: set2.csv, ARI: 0.2802
Agglomerative Parameters - n_clusters: 79, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 80, Linkage: ward, File: set2.csv, ARI: 0.1538
Agglomerative Parameters - n_clusters: 80, Linkage: complete, File: set2.csv, ARI: 0.1990
Agglomerative Parameters - n_clusters: 80, Linkage: average, File: set2.csv, ARI: 0.2855
Agglomerative Parameters - n_clusters: 80, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 81, Linkage: ward, File: set2.csv, ARI: 0.1538
Agglomerative Parameters - n_clusters: 81, Linkage: complete, File: set2.csv, ARI: 0.1989
Agglomerative Parameters - n_clusters: 81, Linkage: average, File: set2.csv, ARI: 0.2853
Agglomerative Parameters - n_clusters: 81, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 82, Linkage: ward, File: set2.csv, ARI: 0.1537
Agglomerative Parameters - n_clusters: 82, Linkage: complete, File: set2.csv, ARI: 0.1989
Agglomerative Parameters - n_clusters: 82, Linkage: average, File: set2.csv, ARI: 0.2853
Agglomerative Parameters - n_clusters: 82, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 83, Linkage: ward, File: set2.csv, ARI: 0.1538
Agglomerative Parameters - n_clusters: 83, Linkage: complete, File: set2.csv, ARI: 0.1963
Agglomerative Parameters - n_clusters: 83, Linkage: average, File: set2.csv, ARI: 0.2853
Agglomerative Parameters - n_clusters: 83, Linkage: single, File: set2.csv, ARI: 0.7233
Agglomerative Parameters - n_clusters: 84, Linkage: ward, File: set2.csv, ARI: 0.1529
Agglomerative Parameters - n_clusters: 84, Linkage: complete, File: set2.csv, ARI: 0.1864
Agglomerative Parameters - n_clusters: 84, Linkage: average, File: set2.csv, ARI: 0.2826
Agglomerative Parameters - n_clusters: 84, Linkage: single, File: set2.csv, ARI: 0.7234
Agglomerative Parameters - n_clusters: 85, Linkage: ward, File: set2.csv, ARI: 0.1528
Agglomerative Parameters - n_clusters: 85, Linkage: complete, File: set2.csv, ARI: 0.1862
Agglomerative Parameters - n_clusters: 85, Linkage: average, File: set2.csv, ARI: 0.2813
Agglomerative Parameters - n_clusters: 85, Linkage: single, File: set2.csv, ARI: 0.7234
Agglomerative Parameters - n_clusters: 86, Linkage: ward, File: set2.csv, ARI: 0.1526
Agglomerative Parameters - n_clusters: 86, Linkage: complete, File: set2.csv, ARI: 0.1862
Agglomerative Parameters - n_clusters: 86, Linkage: average, File: set2.csv, ARI: 0.2813
Agglomerative Parameters - n_clusters: 86, Linkage: single, File: set2.csv, ARI: 0.7234
Agglomerative Parameters - n_clusters: 87, Linkage: ward, File: set2.csv, ARI: 0.1490
Agglomerative Parameters - n_clusters: 87, Linkage: complete, File: set2.csv, ARI: 0.1862
Agglomerative Parameters - n_clusters: 87, Linkage: average, File: set2.csv, ARI: 0.2813
Agglomerative Parameters - n_clusters: 87, Linkage: single, File: set2.csv, ARI: 0.7234
Agglomerative Parameters - n_clusters: 88, Linkage: ward, File: set2.csv, ARI: 0.1475
Agglomerative Parameters - n_clusters: 88, Linkage: complete, File: set2.csv, ARI: 0.1860
Agglomerative Parameters - n_clusters: 88, Linkage: average, File: set2.csv, ARI: 0.2778
Agglomerative Parameters - n_clusters: 88, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 89, Linkage: ward, File: set2.csv, ARI: 0.1438
Agglomerative Parameters - n_clusters: 89, Linkage: complete, File: set2.csv, ARI: 0.1860
Agglomerative Parameters - n_clusters: 89, Linkage: average, File: set2.csv, ARI: 0.2776
Agglomerative Parameters - n_clusters: 89, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 90, Linkage: ward, File: set2.csv, ARI: 0.1433
Agglomerative Parameters - n_clusters: 90, Linkage: complete, File: set2.csv, ARI: 0.1895
Agglomerative Parameters - n_clusters: 90, Linkage: average, File: set2.csv, ARI: 0.2743
Agglomerative Parameters - n_clusters: 90, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 91, Linkage: ward, File: set2.csv, ARI: 0.1431
Agglomerative Parameters - n_clusters: 91, Linkage: complete, File: set2.csv, ARI: 0.1873
Agglomerative Parameters - n_clusters: 91, Linkage: average, File: set2.csv, ARI: 0.2837
Agglomerative Parameters - n_clusters: 91, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 92, Linkage: ward, File: set2.csv, ARI: 0.1383
Agglomerative Parameters - n_clusters: 92, Linkage: complete, File: set2.csv, ARI: 0.1873
Agglomerative Parameters - n_clusters: 92, Linkage: average, File: set2.csv, ARI: 0.2837
Agglomerative Parameters - n_clusters: 92, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 93, Linkage: ward, File: set2.csv, ARI: 0.1382
Agglomerative Parameters - n_clusters: 93, Linkage: complete, File: set2.csv, ARI: 0.1839
Agglomerative Parameters - n_clusters: 93, Linkage: average, File: set2.csv, ARI: 0.2612
Agglomerative Parameters - n_clusters: 93, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 94, Linkage: ward, File: set2.csv, ARI: 0.1343
Agglomerative Parameters - n_clusters: 94, Linkage: complete, File: set2.csv, ARI: 0.1838
Agglomerative Parameters - n_clusters: 94, Linkage: average, File: set2.csv, ARI: 0.2612
Agglomerative Parameters - n_clusters: 94, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 95, Linkage: ward, File: set2.csv, ARI: 0.1321
Agglomerative Parameters - n_clusters: 95, Linkage: complete, File: set2.csv, ARI: 0.1838
Agglomerative Parameters - n_clusters: 95, Linkage: average, File: set2.csv, ARI: 0.2612
Agglomerative Parameters - n_clusters: 95, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 96, Linkage: ward, File: set2.csv, ARI: 0.1321
Agglomerative Parameters - n_clusters: 96, Linkage: complete, File: set2.csv, ARI: 0.1858
Agglomerative Parameters - n_clusters: 96, Linkage: average, File: set2.csv, ARI: 0.2612
Agglomerative Parameters - n_clusters: 96, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 97, Linkage: ward, File: set2.csv, ARI: 0.1320
Agglomerative Parameters - n_clusters: 97, Linkage: complete, File: set2.csv, ARI: 0.1858
Agglomerative Parameters - n_clusters: 97, Linkage: average, File: set2.csv, ARI: 0.2612
Agglomerative Parameters - n_clusters: 97, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 98, Linkage: ward, File: set2.csv, ARI: 0.1297
Agglomerative Parameters - n_clusters: 98, Linkage: complete, File: set2.csv, ARI: 0.1714
Agglomerative Parameters - n_clusters: 98, Linkage: average, File: set2.csv, ARI: 0.2579
Agglomerative Parameters - n_clusters: 98, Linkage: single, File: set2.csv, ARI: 0.7231
Agglomerative Parameters - n_clusters: 99, Linkage: ward, File: set2.csv, ARI: 0.1284
Agglomerative Parameters - n_clusters: 99, Linkage: complete, File: set2.csv, ARI: 0.1702
Agglomerative Parameters - n_clusters: 99, Linkage: average, File: set2.csv, ARI: 0.2579
Agglomerative Parameters - n_clusters: 99, Linkage: single, File: set2.csv, ARI: 0.7231
