Adjusted Rand Index Baseline Score of set1.csv: 0.2422
Adjusted Rand Index Baseline Score of set2.csv: 0.3335
BIRCH Parameters - n_clusters: 2, Threshold: 0.10, File: set1.csv, ARI: 0.0162
BIRCH Parameters - n_clusters: 51, Threshold: 0.50, File: set2.csv, ARI: 0.3369
BIRCH Parameters - n_clusters: 52, Threshold: 0.10, File: set2.csv, ARI: 0.3534
BIRCH Parameters - n_clusters: 52, Threshold: 0.20, File: set2.csv, ARI: 0.3389
BIRCH Parameters - n_clusters: 52, Threshold: 0.30, File: set2.csv, ARI: 0.3378
BIRCH Parameters - n_clusters: 52, Threshold: 0.40, File: set2.csv, ARI: 0.3396
BIRCH Parameters - n_clusters: 52, Threshold: 0.50, File: set2.csv, ARI: 0.3367
BIRCH Parameters - n_clusters: 53, Threshold: 0.10, File: set2.csv, ARI: 0.3534
BIRCH Parameters - n_clusters: 53, Threshold: 0.20, File: set2.csv, ARI: 0.3521
BIRCH Parameters - n_clusters: 53, Threshold: 0.30, File: set2.csv, ARI: 0.3375
BIRCH Parameters - n_clusters: 53, Threshold: 0.40, File: set2.csv, ARI: 0.3395
BIRCH Parameters - n_clusters: 53, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 54, Threshold: 0.10, File: set2.csv, ARI: 0.3345
BIRCH Parameters - n_clusters: 54, Threshold: 0.20, File: set2.csv, ARI: 0.3520
BIRCH Parameters - n_clusters: 54, Threshold: 0.30, File: set2.csv, ARI: 0.3338
BIRCH Parameters - n_clusters: 54, Threshold: 0.40, File: set2.csv, ARI: 0.3395
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (54). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 54, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 55, Threshold: 0.10, File: set2.csv, ARI: 0.3343
BIRCH Parameters - n_clusters: 55, Threshold: 0.20, File: set2.csv, ARI: 0.3520
BIRCH Parameters - n_clusters: 55, Threshold: 0.30, File: set2.csv, ARI: 0.3333
BIRCH Parameters - n_clusters: 55, Threshold: 0.40, File: set2.csv, ARI: 0.3394
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (55). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 55, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 56, Threshold: 0.10, File: set2.csv, ARI: 0.3344
BIRCH Parameters - n_clusters: 56, Threshold: 0.20, File: set2.csv, ARI: 0.3520
BIRCH Parameters - n_clusters: 56, Threshold: 0.30, File: set2.csv, ARI: 0.3333
BIRCH Parameters - n_clusters: 56, Threshold: 0.40, File: set2.csv, ARI: 0.3393
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (56). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 56, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 57, Threshold: 0.10, File: set2.csv, ARI: 0.3285
BIRCH Parameters - n_clusters: 57, Threshold: 0.20, File: set2.csv, ARI: 0.3519
BIRCH Parameters - n_clusters: 57, Threshold: 0.30, File: set2.csv, ARI: 0.3332
BIRCH Parameters - n_clusters: 57, Threshold: 0.40, File: set2.csv, ARI: 0.3209
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (57). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 57, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 58, Threshold: 0.10, File: set2.csv, ARI: 0.3232
BIRCH Parameters - n_clusters: 58, Threshold: 0.20, File: set2.csv, ARI: 0.3451
BIRCH Parameters - n_clusters: 58, Threshold: 0.30, File: set2.csv, ARI: 0.3332
BIRCH Parameters - n_clusters: 58, Threshold: 0.40, File: set2.csv, ARI: 0.2937
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (58). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 58, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 59, Threshold: 0.10, File: set2.csv, ARI: 0.2886
BIRCH Parameters - n_clusters: 59, Threshold: 0.20, File: set2.csv, ARI: 0.3449
BIRCH Parameters - n_clusters: 59, Threshold: 0.30, File: set2.csv, ARI: 0.3246
BIRCH Parameters - n_clusters: 59, Threshold: 0.40, File: set2.csv, ARI: 0.3040
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (59). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 59, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 60, Threshold: 0.10, File: set2.csv, ARI: 0.2884
BIRCH Parameters - n_clusters: 60, Threshold: 0.20, File: set2.csv, ARI: 0.3449
BIRCH Parameters - n_clusters: 60, Threshold: 0.30, File: set2.csv, ARI: 0.3246
BIRCH Parameters - n_clusters: 60, Threshold: 0.40, File: set2.csv, ARI: 0.3040
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (60). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 60, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 61, Threshold: 0.10, File: set2.csv, ARI: 0.2884
BIRCH Parameters - n_clusters: 61, Threshold: 0.20, File: set2.csv, ARI: 0.3449
BIRCH Parameters - n_clusters: 61, Threshold: 0.30, File: set2.csv, ARI: 0.3246
BIRCH Parameters - n_clusters: 61, Threshold: 0.40, File: set2.csv, ARI: 0.3173
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (61). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 61, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 62, Threshold: 0.10, File: set2.csv, ARI: 0.2884
BIRCH Parameters - n_clusters: 62, Threshold: 0.20, File: set2.csv, ARI: 0.3448
BIRCH Parameters - n_clusters: 62, Threshold: 0.30, File: set2.csv, ARI: 0.3170
BIRCH Parameters - n_clusters: 62, Threshold: 0.40, File: set2.csv, ARI: 0.3131
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (62). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 62, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 63, Threshold: 0.10, File: set2.csv, ARI: 0.2960
BIRCH Parameters - n_clusters: 63, Threshold: 0.20, File: set2.csv, ARI: 0.3309
BIRCH Parameters - n_clusters: 63, Threshold: 0.30, File: set2.csv, ARI: 0.2694
BIRCH Parameters - n_clusters: 63, Threshold: 0.40, File: set2.csv, ARI: 0.3118
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (63). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 63, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 64, Threshold: 0.10, File: set2.csv, ARI: 0.3043
BIRCH Parameters - n_clusters: 64, Threshold: 0.20, File: set2.csv, ARI: 0.3309
BIRCH Parameters - n_clusters: 64, Threshold: 0.30, File: set2.csv, ARI: 0.2694
BIRCH Parameters - n_clusters: 64, Threshold: 0.40, File: set2.csv, ARI: 0.3118
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (64). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 64, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 65, Threshold: 0.10, File: set2.csv, ARI: 0.3042
BIRCH Parameters - n_clusters: 65, Threshold: 0.20, File: set2.csv, ARI: 0.3308
BIRCH Parameters - n_clusters: 65, Threshold: 0.30, File: set2.csv, ARI: 0.2694
BIRCH Parameters - n_clusters: 65, Threshold: 0.40, File: set2.csv, ARI: 0.3115
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (65). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 65, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 66, Threshold: 0.10, File: set2.csv, ARI: 0.3042
BIRCH Parameters - n_clusters: 66, Threshold: 0.20, File: set2.csv, ARI: 0.3273
BIRCH Parameters - n_clusters: 66, Threshold: 0.30, File: set2.csv, ARI: 0.2694
BIRCH Parameters - n_clusters: 66, Threshold: 0.40, File: set2.csv, ARI: 0.3114
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (66). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 66, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 67, Threshold: 0.10, File: set2.csv, ARI: 0.3041
BIRCH Parameters - n_clusters: 67, Threshold: 0.20, File: set2.csv, ARI: 0.3271
BIRCH Parameters - n_clusters: 67, Threshold: 0.30, File: set2.csv, ARI: 0.2694
BIRCH Parameters - n_clusters: 67, Threshold: 0.40, File: set2.csv, ARI: 0.3114
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (67). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 67, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 68, Threshold: 0.10, File: set2.csv, ARI: 0.3040
BIRCH Parameters - n_clusters: 68, Threshold: 0.20, File: set2.csv, ARI: 0.2960
BIRCH Parameters - n_clusters: 68, Threshold: 0.30, File: set2.csv, ARI: 0.2694
BIRCH Parameters - n_clusters: 68, Threshold: 0.40, File: set2.csv, ARI: 0.3114
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (68). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 68, Threshold: 0.50, File: set2.csv, ARI: 0.3365
BIRCH Parameters - n_clusters: 69, Threshold: 0.10, File: set2.csv, ARI: 0.3040
BIRCH Parameters - n_clusters: 69, Threshold: 0.20, File: set2.csv, ARI: 0.2960
BIRCH Parameters - n_clusters: 69, Threshold: 0.30, File: set2.csv, ARI: 0.2531
BIRCH Parameters - n_clusters: 69, Threshold: 0.40, File: set2.csv, ARI: 0.3210
C:\Python311\Lib\site-packages\sklearn\cluster\_birch.py:725: ConvergenceWarning: Number of subclusters found (53) by BIRCH is less than (69). Decrease the threshold.  warnings.warn(
BIRCH Parameters - n_clusters: 69, Threshold: 0.50, File: set2.csv, ARI: 0.3365
Best BIRCH score: 0.5782 with Parameters: (15, 0.2)
